-600,-600,-600,-600,-1200,-1200,-1200,-1200,-1500,-1500,0,0,0,600,600,600,600
1200,600,-600,-1200,1500,1200,-1200,-1500,1200,-1200,1500,0,-1500,1200,600,-600,-1200
